Date,Words,Prevalence,Count,MainTopic,TopTopic
10/10/2016,"work, stuff, part, bit, medical, hard",0.023975735,5450,work,work
8/27/2016,"work, sounds, live, bit, schedule, job, research",0.022251776,73,work,work
8/27/2016,"work, standard, back, morning, short, semester",0.024196979,119,work,work
8/29/2016,"work, job, better, enjoy, husband",0.019755578,3708,work,work
8/30/2016,"work, social, job, field, child, worker",0.016804105,1740,work,work
9/6/2016,"work, social, services, worker, act, human",0.01207253,940,work,work
8/31/2016,"work, social, worker, accredited, bank, canada",0.008237522,504,work,work
8/27/2016,"work, technical, area, computer",0.019175881,92,work,work
9/22/2016,"flex, program, traditional, pass, flex_path, pace",0.008440784,468,flex,work
9/1/2016,"flex, program, complete, traditional, flex_path, assessment",0.013467082,682,flex,work
8/31/2016,"flex, program, flex_path, pass, traditional, pace",0.011449903,638,flex,work
9/27/2016,"flex, program, weeks, traditional, flex_path, path",0.007685881,474,flex,work
9/26/2016,"flex, traditional, flex_path, degree, expensive",0.008755611,711,flex,work
8/30/2016,"flex, traditional, program, weeks, flex_path, structure",0.00825732,411,flex,work
8/29/2016,"flex, weeks, flex_path, traditional, session",0.011225303,639,flex,work
8/29/2016,"work, email, career, meet, interview, invite, pdf, lawyer",0.005591846,244,work,work
10/4/2016,"work, complete, tennessee, program, practicum, minneapolis, clinical",0.001851723,55,work,work
10/5/2016,"work, start, program, email, profit, practicum, poor, language",0.001662516,22,work,work
9/28/2016,"work, flex, program, degree, traditional, flex_path, division",0.009212206,547,work,work
9/30/2016,"flex, traditional, weeks, flex_path, pace",0.010212875,589,flex,work
10/3/2016,"job, interested, education, work, career, child, medical",0.011121769,1242,job,work
9/14/2016,"work, job, company, point, mom, profit, training, church",0.009172784,733,work,work
8/31/2016,"work, job, money, interested, daughter, husband, stop",0.013250707,961,work,work
8/30/2016,"work, kids, life, hospital, daughter, medical, husband",0.009460328,530,work,work
9/19/2016,"job, work, company, position, director",0.015172662,1516,job,work
10/11/2016,"work, remember, stuff, start, christmas, minnesota, play, wife",0.015203956,2166,work,work
8/31/2016,"training, stuff, management, pet, emergency, government",0.004277127,151,training,work
8/31/2016,"work, hospital, online, medical, facility, semester",0.008950146,432,work,work
9/20/2016,"work, program, classes, social, resume, supervisor, statement",0.004496958,219,work,work
9/30/2016,"work, social, psychology, masters, child, behavior",0.016969051,1779,work,work
10/1/2016,"work, social, school, license, job, counseling",0.016975372,49,work,work
8/31/2016,"statement, resume, goal, application, template",0.006361618,265,resume,work
9/23/2016,"work, guess, pretty, middle",0.022801626,4470,work,work
10/7/2016,"work, hours, minutes, figure, ago",0.026230989,4767,work,work
10/11/2016,"work, program, residency, teaching, language, fantastic, dissertation",0.00214394,41,work,work
9/6/2016,"work, school, home, start, kids, mom, girl, daughter",0.037182147,3115,work,work
9/3/2016,"work, school, degree, code, big, development, career",0.010301386,23,work,work
9/3/2016,"work, fill, form, complete, matter, status",0.025230011,86,work,work
9/3/2016,"work, management, project, degree, associates, company",0.014537097,34,work,work
9/12/2016,"flex, complete, weeks, pass, flex_path, traditional",0.012359111,1115,flex,work
9/9/2016,"flex, flex_path, complete, traditional, format",0.007665451,378,flex,work
9/16/2016,"flex, program, traditional, flex_path, pace",0.011601669,686,flex,work
9/15/2016,"flex, program, weeks, traditional, flex_path, pace",0.010196039,605,flex,work
9/14/2016,"flex, weeks, pass, flex_path, traditional, session",0.008338457,570,flex,work
9/8/2016,"flex, weeks, pass, traditional, flex_path",0.012639875,988,flex,work
9/6/2016,"work, sounds, questions, hear, afternoon, problem",0.057571742,4991,work,work
9/7/2016,"work, home, hours, morning, late, drive",0.04917185,4270,work,work
9/9/2016,"work, couple, strange, student, recall, weather, function",0.005210399,133,work,work
10/11/2016,"work, back, team, point, app, cash, target, referral",0.00729411,544,work,work
9/9/2016,"app, work, rent, room, nervous",0.00722854,339,work,work
10/11/2016,"work, back, stuff, home, tonight, clock, house",0.043630346,5244,work,work
9/13/2016,"work, funny, back, pretty, wireless, movie, brother",0.011674416,1377,work,work
10/12/2016,"work, back, learners, questions, leader, reduce, framework",0.001967023,37,work,work
9/23/2016,"work, back, open, bank, receipt, frustrated, season",0.004755338,164,work,work
9/20/2016,"work, interested, business, program, analytics, remote, operations, chair",0.004228645,173,work,work
9/26/2016,"work, hours, job, home, shift",0.019979612,5091,work,work
9/15/2016,"work, morning, home, hours, clock, evening",0.036372576,4441,work,work
9/27/2016,"work, pretty, hours, basically",0.025131669,4554,work,work
9/15/2016,"work, supervisor, point, push, exist, reality",0.010084081,537,work,work
9/29/2016,"work, social, hours, population, worker",0.018848129,4680,work,work
9/28/2016,"work, social, job, community, worker",0.019316027,2755,work,work
9/16/2016,"work, social, worker, questions, midnight, client",0.009437135,616,work,work
9/16/2016,"job, work, start, college, company, employer",0.011539303,1155,job,work
9/17/2016,"work, stuff, morning, better, wonderful",0.024593594,380,work,work
9/19/2016,"work, sounds, accredited, job, california, veteran, center, coordination",0.008435538,599,work,work
9/20/2016,"work, accredited, learning, interested, maryland, surgery, goodness, national",0.005967082,429,work,work
9/20/2016,"work, couple, questions, next, ahead, chance, care",0.04908099,6316,work,work
10/3/2016,"work, evening, tonight, schedule, clock",0.018645197,5139,work,work
10/1/2016,"work, ready, line, finish, excited",0.035570891,198,work,work
9/24/2016,"work, social, chance, mind",0.032670579,355,work,work
9/22/2016,"work, start, job, part, decide, training",0.020719666,4043,work,work
9/24/2016,"job, guess, company, management",0.010102004,82,job,work
9/26/2016,"training, travel, improvement, learning, performance",0.003519058,236,training,work
9/27/2016,"work, program, classes, degree, google, retail, indiana, internship",0.002316539,97,work,work
9/27/2016,"work, program, school, learning, tied, body, adult, translate",0.001650273,55,work,work
10/7/2016,"work, program, start, school, mobile, evacuate, personal, industry",0.005865625,129,work,work
10/8/2016,"cover, work, program, school, job, data, type",0.006509143,31,work,work
9/28/2016,"crazy, work, turn, listen, legal, ridiculous",0.007489253,562,work,work
9/29/2016,"job, pay, start, money, husband, guarantee, child",0.009112234,864,job,work
9/30/2016,"work, hours, writing, read, discussion, unit, paper",0.015540654,2432,work,work
10/1/2016,"work, classes, rolling, program, drive, community, gpa",0.015413951,38,work,work
10/4/2016,"job, agree, company, paper, tele, sales, strong",0.00794522,693,job,work
10/17/2016,"work, social, child, worker, status",0.012414363,561,work,work
10/4/2016,"work, social, education, child, teacher, childhood",0.010518427,1092,work,work
10/11/2016,"work, social, family, marriage, worker",0.009887898,1046,work,work
10/8/2016,"work, analytics, online, school, psychology, scholarship",0.023183373,130,work,work
10/8/2016,"work, classes, online, school, noticed, honestly, post",0.023446973,106,work,work
10/12/2016,"work, study, questions, services, remote, hire, borrow",0.003466044,145,work,work
10/12/2016,"work, group, sounds, classes, frustrating, grand, wear",0.003861815,196,work,work
10/14/2016,"work, google, back, email, texas, contract, password",0.00411188,117,work,work
10/15/2016,"work, pay, job, hospital, security, high",0.015223845,31,work,work
10/17/2016,"work, hard, figure, wrong, lunch, drive",0.022223034,1552,work,work
10/17/2016,"faculty, work, start, meet, mentor, engineering, transition",0.004778507,79,work,work
8/29/2016,"company, management, resource, career, complicated, governors",0.006291358,374,company,work 
10/5/2016,"company, sort, degree, experience, reimbursement, performance",0.007864666,702,company,work 
8/31/2016,"company, position, job, work, america, mass, childhood",0.010313692,791,company,work 
9/12/2016,"finance, company, marketing, sales, bank",0.009590844,1072,company,work 
10/6/2016,"company, learning, training, data, customer, performance",0.011420428,1298,company,work 
9/28/2016,"counseling, family, license, counselor, marriage, mental, therapy",0.012314182,972,counseling,degrees
9/27/2016,"counseling, license, mental, health, therapy",0.0119133,792,counseling,degrees
9/29/2016,"counseling, license, state, mental, marriage",0.01320837,1076,counseling,degrees
9/26/2016,"counseling, program, family, mental, marriage",0.009446409,731,counseling,degrees
9/23/2016,"counseling, program, license, state, licensure",0.015173271,1136,counseling,degrees
9/1/2016,"counseling, clinical, program, mental, addiction",0.010679318,508,counseling,degrees
8/29/2016,"counseling, family, health, mental, addiction, therapy",0.010500145,580,counseling,degrees
8/31/2016,"counseling, health, mental, behavior, therapy",0.014847899,798,counseling,degrees
9/8/2016,"counseling, license, program, masters, mental, worker",0.01185396,660,counseling,degrees
9/9/2016,"counseling, license, program, state, internship, mental",0.015366665,777,counseling,degrees
9/12/2016,"counseling, license, state, requirements, internship, mental",0.015036099,1128,counseling,degrees
9/13/2016,"counseling, program, license, work, mental, marriage",0.012044772,950,counseling,degrees
9/14/2016,"counseling, work, social, mental, marriage, therapy",0.0125476,997,counseling,degrees
9/15/2016,"counseling, work, state, program, internship, mental, marriage",0.017572107,1098,counseling,degrees
9/3/2016,"counseling, work, license, clinical, job",0.026006249,73,counseling,degrees
9/19/2016,"health, counseling, mental, public",0.012393278,1459,counseling,degrees
9/22/2016,"counseling, family, child, mental, marriage",0.008733515,839,counseling,degrees
10/14/2016,"counseling, program, license, state, mental, clinical",0.016766504,1429,counseling,degrees
10/5/2016,"counseling, clinical, health, mental, marriage, therapy",0.011774201,1110,counseling,degrees
10/6/2016,"counseling, health, mental, license, marriage, addiction",0.012179205,976,counseling,degrees
10/4/2016,"counseling, license, state, program, mental, health",0.014940328,1426,counseling,degrees
10/3/2016,"counseling, license, state, requirements, mental, licensure",0.014165626,1599,counseling,degrees
10/7/2016,"counseling, program, license, state, mental, marriage",0.018746046,1433,counseling,degrees
10/10/2016,"counseling, psychology, social, clinical, mental, marriage, therapy",0.016690381,1673,counseling,degrees
10/15/2016,"counseling, past, sounds, place, password",0.017526472,89,counseling,degrees
8/30/2016,"services, enrollment, file, verify",0.026887704,3344,services,enroll
8/29/2016,"services, enrollment, hold, line, assistance",0.031360529,3596,services,enroll
10/17/2016,"services, enrollment, counselor, connect",0.045910574,2362,services,enroll
9/9/2016,"services, enrollment, counselor, human, organization",0.017908206,2732,services,enroll
9/8/2016,"services, enrollment, counselor, social, justice",0.01625047,2571,services,enroll
9/1/2016,"services, enrollment, line, hold, assist",0.022915272,2987,services,enroll
9/22/2016,"services, enrollment, social, human",0.01905406,3232,services,enroll
9/12/2016,"services, line, assist, verify, advisor",0.028609399,5185,services,enroll
9/10/2016,"services, social, human, longer",0.013308784,224,services,enroll
9/26/2016,"services, social, human, resources, cell",0.01203475,2388,services,enroll
9/27/2016,"services, social, masters, human, community",0.014330299,2090,services,enroll
9/24/2016,"services, next, stay, hold, assist",0.026129585,241,services,enroll
9/13/2016,"assist, services, record, customer, representative, disconnected",0.018262791,3504,services,enroll
9/14/2016,"services, mail, roll, longer, tech, extension",0.014110346,3443,services,enroll
9/28/2016,"services, healthcare, certificate, administration, public",0.020931546,3166,services,enroll
10/3/2016,"services, enrollment, counselor, human, disconnected",0.019096797,3983,services,enroll
10/5/2016,"services, human, department, social",0.015632298,3492,services,enroll
10/6/2016,"services, learners, advising, academic, criminal, justice",0.022241789,4076,services,enroll
10/13/2016,"services, quick, real, order, brand",0.016911053,3228,services,enroll
8/29/2016,"home, friends, house, boy, girl, sleep, dad",0.020073398,1676,home,family
8/30/2016,"home, morning, close, stop, verizon, wife, mobile",0.009558722,1515,home,family
9/1/2016,"home, friends, house, kids, mom",0.022625494,1720,home,family
9/19/2016,"home, kids, house, live, mom, baby, parents, crazy",0.022429281,2282,home,family
9/21/2016,"home, stuff, house, pay, mom, lady, boy",0.025606294,2702,home,family
9/9/2016,"home, computer, click, screen, holiday, internet, browser, task",0.015638434,1566,home,family
9/29/2016,"home, kids, hear, new, mom, game, girl, drive",0.019973068,1739,home,family
9/30/2016,"home, work, house, stuff, tonight, daughter",0.024789532,2987,home,family
9/10/2016,"home, back, next, sit, test, open",0.008599002,64,home,family
9/12/2016,"home, bad, watch, weird, funny, girl, crazy",0.021975259,2451,home,family
9/13/2016,"home, pretty, hear, stuff, desk, crazy, weird, drive",0.026058873,3352,home,family
9/14/2016,"home, live, morning, finance, girl, clean, baby, game",0.015705139,1630,home,family
9/22/2016,"home, house, play, pick, apartment, locked, new_york",0.01768784,2241,home,family
10/1/2016,"home, worry, figure, asked",0.008044448,85,home,family
10/3/2016,"home, computer, house, hours, drive, daughter, town",0.020837706,3469,home,family
10/5/2016,"home, computer, minutes, play, lunch, crazy, dad",0.015553066,2562,home,family
10/10/2016,"home, stuff, house, run, quote, water, drink, town",0.022857322,3120,home,family
9/16/2016,"kids, work, family, live, medical, sister, husband, looked",0.010827372,937,kids,family
9/8/2016,"kids, live, ago, life, mom, daughter, husband",0.015488754,1668,kids,family
9/9/2016,"kids, play, watch, game, amazing, girl",0.012425745,990,kids,family
9/15/2016,"kids, wonderful, age, texas, coordinator, strictly",0.004905061,358,kids,family
10/3/2016,"kids, mom, funny, excited, dog",0.009692112,1361,kids,family
9/21/2016,"chat, learners, team, work, remote, window",0.009246015,510,learners,family
10/5/2016,"learning, paper, format, work, model, style",0.003607527,173,learning,family
9/27/2016,"learning, degree, discussion, questions, due, division, instructor",0.005458319,321,learning,family
9/7/2016,"student, program, work, experience, opportunity, transition, determine",0.008869455,596,student,financial aid
9/12/2016,"student, application, start, loans, federal, eligible, ethnicity",0.005953757,383,student,financial aid
9/24/2016,"student, loans, order, work, option",0.010818554,64,student,financial aid
10/1/2016,"student, start, loans, pay, catch, payment",0.014610971,55,student,financial aid
8/29/2016,"student, military, benefits, veteran",0.006603601,529,student,financial aid
8/30/2016,"student, phoenix, program, fantastic, kill, california",0.00434358,187,student,financial aid
9/2/2016,"student, center, reach, free, machine",0.005118963,156,student,financial aid
9/16/2016,"student, work, worry, find, feedback, calendar, consulting",0.008618582,427,student,financial aid
9/17/2016,"student, classes, hang, weeks, loans",0.015854084,101,student,financial aid
9/19/2016,"student, side, basically, yahoo, reimbursement, potentially",0.008068885,906,student,financial aid
9/26/2016,"student, academic, plan, requirements, coach, advisor",0.007997948,990,student,financial aid
10/6/2016,"student, loan, cost, cover, limit, federal",0.010344242,1291,student,financial aid
10/8/2016,"student, offer, interested, questions, power",0.022515914,238,student,financial aid
8/26/2016,"online, apply, support, schedule",0.01107905,1666,online,online
8/27/2016,"online, student, classes, work, cover, eligible",0.014221008,36,online,online
8/29/2016,"online, live, new, line, medical, hospital",0.010894486,1272,online,online
9/2/2016,"online, college, school, high, associates",0.016481162,1102,online,online
10/13/2016,"online, degree, school, bachelor, associates, science, math",0.013862139,1265,online,online
9/3/2016,"online, learning, pay, understand, undergrad, flex, flex_path",0.013629212,50,online,online
9/17/2016,"online, learning, work, difference, writing",0.015285094,117,online,online
9/26/2016,"online, find, high, live, house, clean",0.014653058,3137,online,online
9/29/2016,"online, school, complete, associates, strong, agree, campus",0.008054848,1037,online,online
8/26/2016,"guess, questions, home, problem, found, eat, confusing",0.021764653,2204,guess,probe
10/3/2016,"guess, find, pretty, open, drop, sort",0.015684871,4261,guess,probe
8/27/2016,"guess, find, start, classes, high, pick",0.01575409,123,guess,probe
8/29/2016,"guess, find, mind, interested, mass, fix, found",0.012782386,2047,guess,probe
9/16/2016,"guess, courses, work, pretty, considered, familiar",0.014057388,2236,guess,probe
8/30/2016,"guess, online, work, start, ago, remember",0.025924878,3617,guess,probe
9/6/2016,"guess, start, pretty, interested, honestly, awesome",0.02555428,3900,guess,probe
9/14/2016,"guess, pretty, stuff, awesome, minutes, tonight",0.033233985,4899,guess,probe
8/31/2016,"guess, stuff, home, remember",0.022604627,2917,guess,probe
9/21/2016,"guess, work, sounds, pretty, figure",0.029742997,4887,guess,probe
9/2/2016,"guess, read, minutes, writing",0.022955615,2471,guess,probe
9/3/2016,"guess, work, back, mail, ago, stuff",0.034595047,142,guess,probe
9/8/2016,"guess, moment, assist, verify, disconnected",0.012373658,2566,guess,probe
9/15/2016,"guess, understand, figure, part, interview",0.016161581,3109,guess,probe
9/20/2016,"guess, stuff, figure, understand, drop",0.026732886,4171,guess,probe
9/22/2016,"guess, online, find, understand, notice",0.017652644,3235,guess,probe
9/30/2016,"guess, figure, bit, stuff, head, hate",0.015346118,2561,guess,probe
10/7/2016,"guess, pretty, awesome, bit, hurricane, paperwork",0.02300016,3658,guess,probe
9/26/2016,"guess, pretty, figure, remember, looked",0.016858315,3921,guess,probe
10/6/2016,"guess, questions, asked, answer, shot, enjoy",0.014884847,3555,guess,probe
9/27/2016,"guess, questions, figure, stuff, asked, confused, curious",0.022588629,3548,guess,probe
9/28/2016,"guess, find, understand, list, apologize",0.015004926,3186,guess,probe
10/10/2016,"guess, questions, understand, read, looked, assuming, forget",0.019426969,4170,guess,probe
10/4/2016,"guess, understand, problem, wrong, true",0.011730138,2641,guess,probe
9/29/2016,"guess, sort, honestly, approved, curious",0.012501893,2358,guess,probe
10/1/2016,"difference, guess, remember, start, friend",0.012176444,50,guess,probe
10/8/2016,"guess, online, plan, start, wonderful",0.01967447,179,guess,probe
10/11/2016,"guess, understand, answer, questions, tax, wrong, married",0.020472174,3420,guess,probe
10/13/2016,"guess, job, close, house, notice",0.018509468,2925,guess,probe
10/14/2016,"guess, stuff, pretty, wait, husband",0.018556022,2356,guess,probe
10/17/2016,"life, guess, understand, work, personal, north",0.010150293,453,guess,probe
10/11/2016,"sounds, check, back, next, touch, awesome",0.072222675,6396,sounds,probe
10/12/2016,"sounds, questions, next, awesome, worry, checkin",0.054262079,5522,sounds,probe
9/29/2016,"sounds, awesome, bit, hear, touch, chat",0.023894015,5362,sounds,probe
9/28/2016,"sounds, based, touch, bit, wonderful",0.01723019,3788,sounds,probe
8/29/2016,"sounds, bit, best, sense",0.021907315,3817,sounds,probe
10/6/2016,"sounds, bit, pretty, awesome",0.022219384,4987,sounds,probe
8/26/2016,"sounds, bit, project, wonderful, excellent",0.016286848,2274,sounds,probe
10/10/2016,"sounds, couple, awesome, pretty, chance",0.02299071,5788,sounds,probe
9/14/2016,"sounds, capella, university, questions, follow, touch",0.050518019,5458,sounds,probe
9/9/2016,"sounds, awesome, bit, pretty, excited",0.02456717,3801,sounds,probe
8/30/2016,"sounds, hear, pretty, problem, ahead",0.026378401,4159,sounds,probe
9/15/2016,"sounds, pretty, bit, start, couple",0.027725178,4580,sounds,probe
9/22/2016,"sounds, pretty, hours, bit, clock, better",0.021499943,4219,sounds,probe
9/2/2016,"sounds, problem, awesome, pretty, morning, care",0.041123237,3210,sounds,probe
9/1/2016,"sounds, chance, case, helping, frame",0.012756955,2499,sounds,probe
9/13/2016,"sounds, work, pretty, best",0.010262468,2493,sounds,probe
9/7/2016,"sounds, work, information, questions, best, hear, awesome",0.04940961,4956,sounds,probe
9/20/2016,"sounds, hear, awesome, check, glad",0.026147427,5530,sounds,probe
9/12/2016,"sounds, hear, problem, awesome, touch",0.034589812,6384,sounds,probe
9/16/2016,"sounds, hear, touch, scholarship, luck",0.027324878,4236,sounds,probe
9/23/2016,"sounds, weekend, check, ahead, ready",0.034256776,4848,sounds,probe
10/4/2016,"sounds, plan, academic, pretty, coach",0.013641063,3850,sounds,probe
9/26/2016,"sounds, plan, total, mentioned, earlier",0.011540045,2971,sounds,probe
9/27/2016,"sounds, change, problem, find, ago",0.026538704,4574,sounds,probe
9/30/2016,"sounds, work, bit, pretty, excellent, initial",0.01882466,3690,sounds,probe
10/3/2016,"sounds, understand, better, figure",0.011222741,3272,sounds,probe
10/13/2016,"sounds, pretty, stuff, bit, honestly",0.02055135,3263,sounds,probe
9/29/2016,"check, click, log, complete, dial",0.021554294,3306,check,verify
9/22/2016,"check, file, wait, submit, update, letter, statement",0.022671645,3136,check,verify
8/26/2016,"check, change, quick, file, update",0.02553235,2715,check,verify
8/29/2016,"check, file, quick, pull, update",0.024291892,3261,check,verify
8/31/2016,"check, hear, quick, double, cellphone",0.017344492,3212,check,verify
9/30/2016,"check, quick, double, real, country",0.01332442,2457,check,verify
9/8/2016,"check, quick, office, double",0.019359143,3659,check,verify
9/1/2016,"check, change, complete, end, double, switch",0.024804849,3361,check,verify
9/2/2016,"check, ahead, enrollment, file",0.017821537,2643,check,verify
9/21/2016,"check, enrollment, services, change",0.027728877,4907,check,verify
9/3/2016,"check, end, morning, better",0.024891161,170,check,verify
9/14/2016,"check, next, orientation, registered, chance",0.025378122,3625,check,verify
10/6/2016,"check, quick, wait, update, double",0.035068102,5410,check,verify
9/7/2016,"check, file, registered, quick, verify",0.041928399,4221,check,verify
9/6/2016,"check, hold, line, office, verify, advising",0.052420753,4568,check,verify
9/13/2016,"check, quick, file, pull, verify, double",0.023191422,4588,check,verify
9/9/2016,"check, file, moment, verify",0.024765964,3366,check,verify
9/10/2016,"check, bit, country, matter",0.007107287,123,check,verify
9/12/2016,"check, wait, ahead, couple, remember",0.023847082,4620,check,verify
9/19/2016,"check, office, services, double, disconnected",0.022795702,4724,check,verify
9/24/2016,"finance, check, next, understand, documents, based",0.016654406,109,check,verify
9/26/2016,"check, mail, issues, update, double, reset",0.024392622,4670,check,verify
10/3/2016,"check, ahead, review, morning, double",0.017027839,4117,check,verify
10/4/2016,"check, registered, double, registration",0.013773059,3034,check,verify
10/8/2016,"check, read, send, assessment, company",0.025814152,195,check,verify
10/10/2016,"check, certificate, double, criminal, justice",0.012283776,3245,check,verify
10/12/2016,"receive, check, decision, process, income, withdraw",0.015549127,2368,check,verify
9/13/2016,"reach, forward, system, quicker, buzz",0.041239386,3630,reach,voicemail
8/29/2016,"reach, forward, voice, voicemail, mailbox",0.053463327,2235,reach,voicemail
8/30/2016,"reach, mailbox, accept, calendar, pill",0.017761465,1750,reach,voicemail
8/31/2016,"reach, record, mailbox, disconnected",0.025348128,1839,reach,voicemail
10/3/2016,"reach, record, press, dial, notification",0.031687466,3840,reach,voicemail
10/5/2016,"reach, set, voicemail, free, pallet",0.027580553,3404,reach,voicemail
8/26/2016,"reach, soon, mailbox, accept",0.031937787,1660,reach,voicemail
10/4/2016,"reach, voice, services, mailbox, followup",0.055130642,3815,reach,voicemail
9/10/2016,"reach, automated, free, read, located, personal",0.066489489,537,reach,voicemail
9/9/2016,"reach, forward, move, automatically, automated",0.022444645,2388,reach,voicemail
9/8/2016,"reach, forward, voice, mailbox",0.038877049,2160,reach,voicemail
9/1/2016,"reach, forward, voice, system, voicemail",0.033350684,2187,reach,voicemail
9/12/2016,"reach, leave, soon, mailbox, modify",0.062383458,3845,reach,voicemail
10/7/2016,"reach, forward, voice, mailbox",0.056927738,3420,reach,voicemail
9/19/2016,"reach, leave, voice, soon, return",0.070716791,3918,reach,voicemail
10/10/2016,"reach, voice, box, voicemail",0.054172454,4050,reach,voicemail
10/15/2016,"reach, accept, voicemail, office",0.055387343,174,reach,voicemail
10/14/2016,"reach, box, longer, oclock",0.035215897,3128,reach,voicemail
10/12/2016,"reach, forward, voice, mailbox",0.076827042,3684,reach,voicemail
10/13/2016,"reach, voice, mailbox, voicemail",0.073416697,2906,reach,voicemail
9/29/2016,"reach, automatic, mailbox, automated",0.037084817,3158,reach,voicemail
9/23/2016,"reach, box, extension, direct, bless",0.028947545,3073,reach,voicemail
9/24/2016,"reach, box, set, voicemail",0.092409366,302,reach,voicemail
9/27/2016,"reach, extension, belonging, best, pole",0.023013091,2246,reach,voicemail
9/28/2016,"reach, forward, emissions, grand",0.03548741,3439,reach,voicemail
9/22/2016,"reach, forward, system, automatic, automated",0.043077012,3246,reach,voicemail
9/21/2016,"reach, forward, voice, mailbox",0.062658507,3583,reach,voicemail
9/26/2016,"reach, free, disconnected, ease",0.021955754,3082,reach,voicemail
9/20/2016,"reach, longer, check, dial, disconnected",0.034933166,3713,reach,voicemail
9/16/2016,"reach, set, box, answer, toll",0.028626654,3122,reach,voicemail
10/1/2016,"reach, sounds, enrollment, new",0.027662511,186,reach,voicemail
9/30/2016,"reach, box, return, telephone",0.03187617,3276,reach,voicemail
10/6/2016,"hold, enrollment, line, moment, verify, assist",0.044858529,5491,hold,wait
9/14/2016,"hold, line, answer, transfer, assist, verify",0.031354522,4928,hold,wait
10/5/2016,"hold, line, moment, verify, pop",0.030636142,4684,hold,wait
9/26/2016,"hold, line, transfer, assist, verify",0.025994713,4592,hold,wait
9/23/2016,"hold, line, transfer, assist, verify",0.029321774,4180,hold,wait
9/30/2016,"hold, line, transfer, moment, verify, assistance",0.036299166,4417,hold,wait
9/22/2016,"hold, transfer, pull, quick, verify, advisor",0.022791495,3601,hold,wait
9/2/2016,"hold, record, press, verify",0.031690946,2213,hold,wait
9/10/2016,"counselor, hold, stay, line",0.022770898,369,hold,wait
9/12/2016,"hold, moment, pop, advising",0.016733934,4145,hold,wait
10/7/2016,"hold, academic, line, next, advising, advisor",0.026915425,4361,hold,wait
10/11/2016,"hold, assist, press, line, advisor",0.03280823,5057,hold,wait
9/29/2016,"hold, line, morning, assist",0.021494567,4331,hold,wait
10/3/2016,"hold, line, transfer, quick, assistance, pop",0.027053751,5328,hold,wait
10/4/2016,"hold, line, verify, assist, advisor",0.030217743,5218,hold,wait
10/8/2016,"hold, email, middle, moment, birthday, confirm",0.024910608,221,hold,wait
10/17/2016,"hold, line, transfer, support, assistance, operator",0.028941964,2168,hold,wait
8/26/2016,"line, answer, minutes, reason, head",0.012632229,2172,line,wait
8/27/2016,"line, hold, services, sounds, stay, advisor",0.034165804,142,line,wait
9/27/2016,"line, hold, assistance, verify, moment, representative",0.026631066,3713,line,wait
9/8/2016,"line, decide, ship, group, diploma",0.005211,347,line,wait
10/8/2016,"line, next, counselor, stay, assist",0.027098727,224,line,wait
9/22/2016,"line, moment, support, pop, sports",0.017619005,3331,line,wait
9/15/2016,"soon, record, press, hang, tone",0.027860754,2884,soon,wait
9/1/2016,"soon, mail, clock, central, phones",0.009027776,1694,soon,wait
9/2/2016,"soon, follow, chance, department, giving",0.019461044,2158,soon,wait
9/10/2016,"soon, accept, return, offer",0.019911182,398,soon,wait
9/29/2016,"soon, better, center, town, phase",0.012236357,3035,soon,wait
9/30/2016,"soon, wrong, apologize, supervisor",0.014380403,2939,soon,wait
10/3/2016,"soon, minutes, won, meet, catch",0.012076118,3942,soon,wait
10/4/2016,"soon, touch, chance, based, tonight",0.017593601,4323,soon,wait
10/11/2016,"soon, set, box, full, return, voicemail",0.037557056,4377,soon,wait
10/15/2016,"soon, email, work, point, better, afternoon",0.024441702,152,soon,wait
9/13/2016,"teaching, program, education, teacher, travel, classroom",0.006605798,418,teaching,degrees
9/7/2016,"teaching, teacher, masters, education, district, blow",0.010897174,754,teaching,degrees
10/11/2016,"teaching, education, program, doctor, teacher, hotel, childhood",0.00748882,566,teaching,degrees
9/3/2016,"teaching, program, license, learning, teacher, rolling",0.017705318,51,teaching,degrees
9/23/2016,"teaching, education, program, research, curriculum",0.008076962,499,teaching,degrees
9/12/2016,"child, teaching, education, early, teacher",0.005625325,498,teaching,degrees
8/30/2016,"orientation, access, complete, questions, assessment, writing",0.018075516,1680,orientation,enroll
9/9/2016,"orientation, access, weekend, next, early",0.027585834,2550,orientation,enroll
9/6/2016,"orientation, click, complete, log, section, unit",0.030061584,2999,orientation,enroll
9/8/2016,"orientation, complete, access, weekend, unit",0.024055895,2375,orientation,enroll
9/2/2016,"orientation, discussion, unit, assignments",0.010403282,518,orientation,enroll
8/29/2016,"orientation, click, access, unit, campus",0.014012484,1201,orientation,enroll
9/12/2016,"orientation, registered, admissions, accept, access",0.020708416,3037,orientation,enroll
8/31/2016,"orientation, next, touch, steps, access, weekend",0.02448687,2333,orientation,enroll
9/10/2016,"orientation, start, drop, send, payment, move",0.012185187,44,orientation,enroll
10/6/2016,"orientation, complete, access, unit, assignment",0.025405172,2659,orientation,enroll
10/1/2016,"orientation, classes, work, united, letters, weekend",0.030666582,101,orientation,enroll
10/8/2016,"orientation, registered, accept, finish, tonight",0.027506926,163,orientation,enroll
10/4/2016,"start, next, orientation, couple, access",0.031133307,4800,start,enroll
10/7/2016,"start, next, weekend, questions, orientation, access, touch",0.060108538,5041,start,enroll
10/3/2016,"start, orientation, awesome, next, early, access",0.023951259,4205,start,enroll
